"id","gene"
"bna00513","BnaA09g26510D"
"bna00510","BnaA09g26510D"
"bna01100","BnaA09g26510D"
"bna04141","BnaA09g26510D"
"bna00196","BnaA09g26570D"
"bna01100","BnaA09g26570D"
"bna01100","BnaA09g26630D"
"bna00790","BnaA09g26630D"
"bna03050","BnaA09g54190D"
"bna01110","BnaA09g27040D"
"bna00860","BnaA09g27040D"
"bna01100","BnaA09g27040D"
"bna01100","BnaC05g12550D"
"bna00270","BnaC05g12550D"
"bna00920","BnaC05g12550D"
"bna04122","BnaC05g12550D"
"bna03040","BnaA05g10230D"
"bna04120","BnaA05g10230D"
"bna00190","BnaCnng22940D"
"bna00190","BnaC03g37470D"
"bna01100","BnaCnng22940D"
"bna01100","BnaC03g37470D"
"bna03010","BnaCnng33200D"
"bna02010","BnaCnng46600D"
"bna01100","BnaCnng46590D"
"bna00195","BnaCnng46590D"
"bna01100","BnaA09g29540D"
"bna00480","BnaA09g29540D"
"bna03040","BnaA09g54590D"
"bna01100","BnaA09g29790D"
"bna00380","BnaA09g29790D"
"bna01210","BnaA09g29790D"
"bna00966","BnaA09g29790D"
"bna01110","BnaA09g29790D"
"bna01110","BnaA09g29780D"
"bna00940","BnaA09g29780D"
"bna01100","BnaA09g29780D"
"bna01100","BnaA09g29700D"
"bna00020","BnaA09g29700D"
"bna00010","BnaA09g29700D"
"bna01110","BnaA09g29700D"
"bna00620","BnaA09g29700D"
"bna01200","BnaA09g29700D"
"bna03020","BnaCnng36500D"
"bna00514","BnaC06g06570D"
"bna03050","BnaC06g06550D"
"bna03050","BnaA06g00740D"
"bna00941","BnaC08g22640D"
"bna01110","BnaC08g22640D"
"bna01100","BnaC08g22640D"
"bna03010","BnaC02g39500D"
"bna03010","BnaAnng11460D"
"bna03010","BnaCnng32900D"
"bna03010","BnaA04g05050D"
"bna03010","BnaC06g14370D"
"bna03010","BnaC08g24220D"
"bna01230","BnaC09g54080D"
"bna00350","BnaC09g54080D"
"bna00270","BnaC09g54080D"
"bna00400","BnaC09g54080D"
"bna00950","BnaC09g54080D"
"bna01100","BnaC09g54080D"
"bna00330","BnaC09g54080D"
"bna00360","BnaC09g54080D"
"bna00220","BnaC09g54080D"
"bna01200","BnaC09g54080D"
"bna01210","BnaC09g54080D"
"bna00960","BnaC09g54080D"
"bna00710","BnaC09g54080D"
"bna01110","BnaC09g54080D"
"bna00250","BnaC09g54080D"
"bna03010","BnaA04g05050D"
"bna03010","BnaCnng32900D"
"bna03010","BnaC06g14370D"
"bna03010","BnaC08g24220D"
"bna03040","BnaA09g36160D"
"bna00603","BnaA09g35760D"
"bna00561","BnaA09g35760D"
"bna01100","BnaA09g35760D"
"bna00600","BnaA09g35760D"
"bna00052","BnaA09g35760D"
"bna04120","BnaAnng34240D"
"bna03013","BnaAnng34240D"
"bna01100","BnaA09g36950D"
"bna01100","BnaC08g28660D"
"bna00561","BnaA09g36950D"
"bna00561","BnaC08g28660D"
"bna00564","BnaA09g36950D"
"bna00564","BnaC08g28660D"
"bna01110","BnaA09g36950D"
"bna01110","BnaC08g28660D"
"bna00500","BnaA09g55490D"
"bna00460","BnaA09g55490D"
"bna00999","BnaA09g55490D"
"bna01100","BnaA09g55490D"
"bna01110","BnaA09g55490D"
"bna04141","BnaAnng29500D"
"bna04120","BnaAnng29500D"
"bna04120","BnaA09g38250D"
"bna04141","BnaA09g38250D"
"bna01200","BnaA09g38220D"
"bna00670","BnaA09g38220D"
"bna01100","BnaA09g38220D"
"bna04136","BnaA09g38200D"
"bna04016","BnaA09g39260D"
"bna01100","BnaA09g39260D"
"bna00270","BnaA09g39260D"
"bna01110","BnaA09g39260D"
"bna01110","BnaAnng40200D"
"bna01240","BnaAnng40200D"
"bna00770","BnaAnng40200D"
"bna01100","BnaAnng40200D"
"bna04814","BnaA09g39360D"
"bna04814","BnaC08g31510D"
"bna04120","BnaA07g19250D"
"bna04120","BnaC06g18420D"
"bna04120","BnaA04g27270D"
"bna04120","BnaC08g32090D"
"bna04120","BnaA09g39760D"
"bna04120","BnaC04g21420D"
"bna03010","BnaA07g19250D"
"bna03010","BnaC06g18420D"
"bna03010","BnaA04g27270D"
"bna03010","BnaC08g32090D"
"bna03010","BnaA09g39760D"
"bna03010","BnaC04g21420D"
"bna01240","BnaA09g40430D"
"bna01100","BnaA09g40430D"
"bna00860","BnaA09g40430D"
"bna01110","BnaA09g40430D"
"bna04712","BnaA09g40710D"
"bna00480","BnaAnng31150D"
"bna01100","BnaAnng31150D"
"bna03010","BnaA09g41680D"
"bna04626","BnaA09g41750D"
"bna00760","BnaA09g42000D"
"bna01240","BnaA09g42000D"
"bna01100","BnaA09g42000D"
"bna01100","BnaCnng51890D"
"bna00561","BnaCnng51890D"
"bna01100","BnaA09g43790D"
"bna00190","BnaA09g43790D"
"bna04016","BnaA09g43550D"
"bna04075","BnaA09g43460D"
"bna01230","BnaA09g43380D"
"bna01200","BnaA09g43380D"
"bna01110","BnaA09g43380D"
"bna00562","BnaA09g43380D"
"bna01100","BnaA09g43380D"
"bna00051","BnaA09g43380D"
"bna00710","BnaA09g43380D"
"bna00010","BnaA09g43380D"
"bna04814","BnaA09g43240D"
"bna04626","BnaC08g36980D"
"bna03010","BnaC09g10020D"
"bna03010","BnaA09g09970D"
"bna01100","BnaC09g11040D"
"bna00500","BnaC09g11040D"
"bna03050","BnaCnng39010D"
"bna01100","BnaA10g27910D"
"bna00195","BnaA10g27910D"
"bna04712","BnaAnng24480D"
"bna03015","BnaA09g44760D"
"bna03022","BnaA09g44730D"
"bna03420","BnaA09g44730D"
"bna04016","BnaA09g44690D"
"bna04814","BnaA09g44600D"
"bna04626","BnaA09g44420D"
"bna03440","BnaA09g44130D"
"bna00195","BnaA09g45770D"
"bna01100","BnaA09g45770D"
"bna04120","BnaCnng51240D"
"bna04120","BnaA09g57120D"
"bna04120","BnaC08g39660D"
"bna04120","BnaA08g24010D"
"bna01100","BnaC01g22840D"
"bna01100","BnaA01g19100D"
"bna00270","BnaC01g22840D"
"bna00270","BnaA01g19100D"
"bna03050","BnaA01g18920D"
"bna04075","BnaA09g50590D"
"bna01100","BnaA09g51160D"
"bna00500","BnaA09g51160D"
"bna04120","BnaA06g34030D"
"bna04120","BnaC02g34760D"
"bna04120","BnaA02g26550D"
"bna04120","BnaA09g19140D"
"bna03040","BnaA06g34090D"
"bna01100","BnaA06g34370D"
"bna00190","BnaA06g34370D"
"bna04075","BnaA08g31240D"
"bna01200","BnaA02g18710D"
"bna01110","BnaA02g18710D"
"bna01100","BnaA02g18710D"
"bna00010","BnaA02g18710D"
"bna01230","BnaA02g18710D"
"bna00260","BnaA02g18710D"
"bna03010","BnaA02g29320D"
"bna03010","BnaA10g09400D"
"bna03010","BnaA05g10090D"
"bna03010","BnaC09g31760D"
"bna01100","BnaA10g10170D"
"bna00999","BnaA10g10170D"
"bna00270","BnaA10g10170D"
"bna01110","BnaA10g10170D"
"bna00053","BnaA10g10720D"
"bna01100","BnaA10g10720D"
"bna01240","BnaA10g10720D"
"bna00360","BnaA01g25820D"
"bna00360","BnaA03g58150D"
"bna00360","BnaC09g53350D"
"bna00360","BnaA10g11210D"
"bna01100","BnaA01g25820D"
"bna01100","BnaA03g58150D"
"bna01100","BnaC09g53350D"
"bna01100","BnaA10g11210D"
"bna00350","BnaA01g25820D"
"bna00350","BnaA03g58150D"
"bna00350","BnaC09g53350D"
"bna00350","BnaA10g11210D"
"bna00900","BnaA10g13280D"
"bna01110","BnaA10g13280D"
"bna04075","BnaC09g43720D"
"bna03010","BnaA03g01080D"
"bna03010","BnaC03g01450D"
"bna03010","BnaA10g26290D"
"bna00900","BnaA10g13290D"
"bna01110","BnaA10g13290D"
"bna04016","BnaA01g03250D"
"bna04626","BnaA01g03250D"
"bna04075","BnaA01g03250D"
"bna03010","BnaC01g04410D"
"bna03010","BnaA03g50690D"
"bna03010","BnaA01g03150D"
"bna01110","BnaA10g00370D"
"bna00564","BnaA10g00370D"
"bna00561","BnaA10g00370D"
"bna01100","BnaA10g00370D"
"bna04016","BnaAnng25820D"
"bna04075","BnaAnng25820D"
"bna01100","BnaA08g27970D"
"bna01100","BnaC05g49030D"
"bna01100","BnaAnng12260D"
"bna01100","BnaA10g02770D"
"bna00190","BnaA08g27970D"
"bna00190","BnaC05g49030D"
"bna00190","BnaAnng12260D"
"bna00190","BnaA10g02770D"
"bna03010","BnaAnng12180D"
"bna03010","BnaA08g27920D"
"bna00620","BnaC07g12860D"
"bna01100","BnaC07g12860D"
"bna01110","BnaC07g12860D"
"bna00010","BnaC07g12860D"
"bna00020","BnaC07g12860D"
"bna01200","BnaC07g12860D"
"bna01110","BnaA02g29830D"
"bna01100","BnaA02g29830D"
"bna00500","BnaA02g29830D"
"bna01100","BnaA02g29680D"
"bna00040","BnaA02g29680D"
"bna04626","BnaA02g29490D"
"bna00190","BnaA02g29360D"
"bna00190","BnaC02g37420D"
"bna04145","BnaA02g29360D"
"bna04145","BnaC02g37420D"
"bna01100","BnaA02g29360D"
"bna01100","BnaC02g37420D"
"bna00040","BnaA10g03840D"
"bna01100","BnaA10g03840D"
"bna03010","BnaA04g26120D"
"bna03010","BnaC04g56900D"
"bna03010","BnaC04g53170D"
"bna03010","BnaA05g04770D"
"bna04130","BnaC04g50160D"
"bna04814","BnaC07g13190D"
"bna00190","BnaC03g65880D"
"bna01100","BnaC03g65880D"
"bna04120","BnaC09g29580D"
"bna04120","BnaA10g06670D"
"bna04141","BnaC09g29580D"
"bna04141","BnaA10g06670D"
"bna04122","BnaA10g09380D"
"bna01100","BnaA10g10140D"
"bna00240","BnaA10g10140D"
"bna01232","BnaA10g10140D"
"bna01100","BnaA10g09760D"
"bna00040","BnaA10g09760D"
"bna00970","BnaA10g10830D"
"bna03010","BnaC09g10020D"
"bna03010","BnaA09g09970D"
"bna03010","BnaC03g13330D"
"bna03010","BnaC09g33240D"
"bna03010","BnaA10g10840D"
"bna03010","BnaC02g12070D"
"bna03010","BnaA03g10640D"
"bna03010","BnaA02g08520D"
"bna00564","BnaA10g11230D"
"bna01100","BnaA10g11230D"
"bna01110","BnaA10g11230D"
"bna03010","BnaA10g11350D"
"bna01100","BnaA10g11460D"
"bna00561","BnaA10g11460D"
"bna04144","BnaA07g03830D"
"bna03420","BnaA07g04260D"
"bna03020","BnaA07g04260D"
"bna04130","BnaC09g33590D"
"bna04130","BnaA10g29290D"
"bna03022","BnaC02g30110D"
"bna01240","BnaA10g13320D"
"bna00750","BnaA10g13320D"
"bna01100","BnaA10g13320D"
"bna03010","BnaA10g13490D"
"bna04144","BnaA10g13630D"
"bna04070","BnaA03g08250D"
"bna04070","BnaC03g10500D"
"bna04070","BnaC09g36740D"
"bna04070","BnaC03g54460D"
"bna04070","BnaA02g05320D"
"bna04626","BnaA03g08250D"
"bna04626","BnaC03g10500D"
"bna04626","BnaC09g36740D"
"bna04626","BnaC03g54460D"
"bna04626","BnaA02g05320D"
"bna04016","BnaA03g08250D"
"bna04016","BnaC03g10500D"
"bna04016","BnaC09g36740D"
"bna04016","BnaC03g54460D"
"bna04016","BnaA02g05320D"
"bna04120","BnaC09g37280D"
"bna04141","BnaC09g37280D"
"bna03420","BnaC09g37280D"
"bna03010","BnaA09g06940D"
"bna01100","BnaA09g06820D"
"bna00770","BnaA09g06820D"
"bna00410","BnaA09g06820D"
"bna00240","BnaA09g06820D"
"bna00195","BnaA08g04420D"
"bna01100","BnaA08g04420D"
"bna00190","BnaC09g39050D"
"bna01100","BnaC09g39050D"
"bna03010","BnaA10g16200D"
"bna03010","BnaC09g39060D"
"bna03010","BnaC03g09350D"
"bna03010","BnaA03g07380D"
"bna01110","BnaC09g39160D"
"bna00860","BnaC09g39160D"
"bna01100","BnaC09g39160D"
"bna04120","BnaC09g39170D"
"bna01100","BnaC01g09030D"
"bna01100","BnaA01g07360D"
"bna00190","BnaC01g09030D"
"bna00190","BnaA01g07360D"
"bna03010","BnaA10g18170D"
"bna03010","BnaC09g41680D"
"bna01110","BnaCnng42420D"
"bna00620","BnaCnng42420D"
"bna01200","BnaCnng42420D"
"bna00010","BnaCnng42420D"
"bna00020","BnaCnng42420D"
"bna01100","BnaCnng42420D"
"bna01250","BnaC09g41420D"
"bna01100","BnaC09g41420D"
"bna00520","BnaC09g41420D"
"bna00910","BnaC09g41340D"
"bna01230","BnaC09g41340D"
"bna00220","BnaC09g41340D"
"bna00630","BnaC09g41340D"
"bna01100","BnaC09g41340D"
"bna00250","BnaC09g41340D"
"bna00940","BnaA01g06830D"
"bna01110","BnaA01g06830D"
"bna01100","BnaA01g06830D"
"bna04141","BnaC09g43160D"
"bna03018","BnaC09g43520D"
"bna01100","BnaC09g43560D"
"bna00590","BnaC09g43560D"
"bna03010","BnaC09g43570D"
"bna00514","BnaC09g43590D"
"bna00190","BnaC09g43620D"
"bna01100","BnaC09g43620D"
"bna01100","BnaC09g43630D"
"bna00190","BnaC09g43630D"
"bna01230","BnaC09g43670D"
"bna01100","BnaC09g43670D"
"bna00030","BnaC09g43670D"
"bna01200","BnaC09g43670D"
"bna01110","BnaC09g43670D"
"bna04075","BnaC09g43860D"
"bna04626","BnaA10g29980D"
"bna03018","BnaAnng26140D"
"bna03010","BnaC09g10020D"
"bna03010","BnaA09g09970D"
"bna03040","BnaC05g40200D"
"bna03010","BnaC05g40270D"
"bna01110","BnaC01g22710D"
"bna01230","BnaC01g22710D"
"bna00920","BnaC01g22710D"
"bna00270","BnaC01g22710D"
"bna01100","BnaC01g22710D"
"bna01200","BnaC01g22710D"
"bna00270","BnaC01g22840D"
"bna00270","BnaA01g19100D"
"bna01100","BnaC01g22840D"
"bna01100","BnaA01g19100D"
"bna01100","BnaCnng58690D"
"bna00600","BnaCnng58690D"
"bna03010","BnaCnng58700D"
"bna04144","BnaC01g40910D"
"bna00908","BnaA09g55640D"
"bna01100","BnaA09g55640D"
"bna01110","BnaA09g55640D"
"bna04712","BnaCnng61810D"
"bna03010","BnaA09g09970D"
"bna03010","BnaC09g10020D"
"bna00940","BnaC06g01060D"
"bna01100","BnaC06g01060D"
"bna01110","BnaC06g01060D"
"bna03020","BnaC05g15580D"
"bna04144","BnaCnng13850D"
"bna04145","BnaCnng13850D"
"bna04141","BnaC03g27880D"
"bna04141","BnaA03g47010D"
"bna04141","BnaA01g14270D"
"bna04141","BnaC07g39190D"
"bna04141","BnaA03g23500D"
"bna04141","BnaC01g16760D"
"bna04141","BnaA02g11680D"
"bna04141","BnaC02g16070D"
"bna03060","BnaC03g27880D"
"bna03060","BnaA03g47010D"
"bna03060","BnaA01g14270D"
"bna03060","BnaC07g39190D"
"bna03060","BnaA03g23500D"
"bna03060","BnaC01g16760D"
"bna03060","BnaA02g11680D"
"bna03060","BnaC02g16070D"
"bna04145","BnaC03g27880D"
"bna04145","BnaA03g47010D"
"bna04145","BnaA01g14270D"
"bna04145","BnaC07g39190D"
"bna04145","BnaA03g23500D"
"bna04145","BnaC01g16760D"
"bna04145","BnaA02g11680D"
"bna04145","BnaC02g16070D"
"bna04814","BnaA01g16380D"
"bna04814","BnaC01g19530D"
"bna04626","BnaA01g13230D"
"bna04016","BnaA01g13230D"
"bna01110","BnaC01g20310D"
"bna00380","BnaC01g20310D"
"bna01100","BnaC01g20310D"
"bna00940","BnaC01g20310D"
"bna04075","BnaCnng68710D"
"bna04016","BnaCnng68710D"
"bna00130","BnaA01g13270D"
"bna00270","BnaA01g13270D"
"bna01100","BnaA01g13270D"
"bna00950","BnaA01g13270D"
"bna00360","BnaA01g13270D"
"bna00960","BnaA01g13270D"
"bna00350","BnaA01g13270D"
"bna01110","BnaA01g13270D"
"bna00400","BnaA01g13270D"
"bna03420","BnaA01g36190D"
"bna03020","BnaA01g36190D"
"bna03420","BnaA01g36190D"
"bna03020","BnaA01g36190D"
"bna04075","BnaC02g23690D"
"bna03010","BnaC03g69780D"
"bna04075","BnaA01g30290D"
"bna03018","BnaC01g37220D"
"bna03010","BnaA03g34910D"
"bna03010","BnaA01g26560D"
"bna03010","BnaC01g43880D"
"bna03010","BnaC03g40660D"
"bna03010","BnaA05g21410D"
"bna03010","BnaC05g34370D"
"bna04075","BnaA09g55590D"
"bna04626","BnaC01g03240D"
"bna03050","BnaCnng61780D"
"bna03050","BnaA01g05950D"
"bna03050","BnaA08g12550D"
"bna03050","BnaC01g07210D"
"bna03010","BnaA09g44020D"
"bna03010","BnaC07g01480D"
"bna03010","BnaA09g09960D"
"bna03010","BnaC09g10010D"
"bna00500","BnaA03g54540D"
"bna01110","BnaA03g54540D"
"bna01100","BnaA03g54540D"
"bna01100","BnaC01g10870D"
"bna00860","BnaC01g10870D"
"bna01110","BnaC01g10870D"
"bna03030","BnaCnng54920D"
"bna03030","BnaA01g09390D"
"bna03030","BnaC01g10980D"
"bna03420","BnaCnng54920D"
"bna03420","BnaA01g09390D"
"bna03420","BnaC01g10980D"
"bna03440","BnaCnng54920D"
"bna03440","BnaA01g09390D"
"bna03440","BnaC01g10980D"
"bna03430","BnaCnng54920D"
"bna03430","BnaA01g09390D"
"bna03430","BnaC01g10980D"
"bna03030","BnaC02g45630D"
"bna01100","BnaCnng08030D"
"bna00480","BnaCnng08030D"
"bna00053","BnaCnng08030D"
"bna01110","BnaC01g14310D"
"bna00941","BnaC01g14310D"
"bna01100","BnaC01g14310D"
"bna04120","BnaC01g14350D"
"bna04016","BnaAnng13140D"
"bna03060","BnaA03g47010D"
"bna03060","BnaA03g23500D"
"bna03060","BnaC02g16070D"
"bna03060","BnaC07g39190D"
"bna03060","BnaA01g14270D"
"bna03060","BnaA02g11680D"
"bna03060","BnaC01g16760D"
"bna03060","BnaC03g27880D"
"bna04141","BnaA03g47010D"
"bna04141","BnaA03g23500D"
"bna04141","BnaC02g16070D"
"bna04141","BnaC07g39190D"
"bna04141","BnaA01g14270D"
"bna04141","BnaA02g11680D"
"bna04141","BnaC01g16760D"
"bna04141","BnaC03g27880D"
"bna04145","BnaA03g47010D"
"bna04145","BnaA03g23500D"
"bna04145","BnaC02g16070D"
"bna04145","BnaC07g39190D"
"bna04145","BnaA01g14270D"
"bna04145","BnaA02g11680D"
"bna04145","BnaC01g16760D"
"bna04145","BnaC03g27880D"
"bna03010","BnaC04g43890D"
"bna00073","BnaA04g19410D"
"bna00073","BnaC04g43780D"
"bna03040","BnaC04g43700D"
"bna04120","BnaC04g43700D"
"bna04814","BnaC01g19530D"
"bna04814","BnaA01g16380D"
"bna00904","BnaC03g59610D"
"bna01110","BnaC03g59610D"
"bna03010","BnaC03g59540D"
"bna04075","BnaC01g18020D"
"bna04016","BnaC01g18020D"
"bna04075","BnaC01g19430D"
"bna01110","BnaC01g19630D"
"bna00860","BnaC01g19630D"
"bna01100","BnaC01g19630D"
"bna04141","BnaC01g19660D"
"bna03018","BnaC01g19690D"
"bna04141","BnaC01g20320D"
"bna04120","BnaC01g20500D"
"bna04141","BnaC01g20800D"
"bna00051","BnaC01g20850D"
"bna01100","BnaC01g20850D"
"bna00670","BnaC01g41710D"
"bna01100","BnaC01g41710D"
"bna00630","BnaC01g41710D"
"bna03010","BnaC09g10020D"
"bna03010","BnaA09g09970D"
"bna03010","BnaC07g01520D"
"bna03010","BnaA07g01070D"
"bna04626","BnaA06g08250D"
"bna04626","BnaC05g09500D"
"bna03040","BnaCnng31980D"
"bna03015","BnaCnng31980D"
"bna01110","BnaCnng49970D"
"bna00900","BnaCnng49970D"
"bna00130","BnaC01g15470D"
"bna01110","BnaC01g15470D"
"bna01100","BnaC01g15470D"
"bna01240","BnaC01g15470D"
"bna01110","BnaC08g28660D"
"bna01110","BnaA09g36950D"
"bna01100","BnaC08g28660D"
"bna01100","BnaA09g36950D"
"bna00561","BnaC08g28660D"
"bna00561","BnaA09g36950D"
"bna00564","BnaC08g28660D"
"bna00564","BnaA09g36950D"
"bna00230","BnaC09g22450D"
"bna01100","BnaC09g22450D"
"bna04144","BnaC09g22330D"
"bna01100","BnaC09g22310D"
"bna00190","BnaC09g22310D"
"bna01100","BnaC09g22270D"
"bna00920","BnaC09g22270D"
"bna01100","BnaC09g36910D"
"bna00380","BnaC09g36910D"
"bna04144","BnaCnng73200D"
"bna04144","BnaC01g24430D"
"bna01100","BnaCnng47410D"
"bna01110","BnaCnng47410D"
"bna00640","BnaCnng47410D"
"bna00280","BnaCnng47410D"
"bna03040","BnaA09g20820D"
"bna03040","BnaA03g25240D"
"bna03040","BnaC01g13870D"
"bna03040","BnaC03g29670D"
"bna03040","BnaA01g12190D"
"bna03040","BnaC09g23090D"
"bna03040","BnaC02g26240D"
"bna03008","BnaA09g20820D"
"bna03008","BnaA03g25240D"
"bna03008","BnaC01g13870D"
"bna03008","BnaC03g29670D"
"bna03008","BnaA01g12190D"
"bna03008","BnaC09g23090D"
"bna03008","BnaC02g26240D"
"bna01100","BnaAnng16500D"
"bna00564","BnaAnng16500D"
"bna00562","BnaAnng16500D"
"bna00565","BnaAnng16500D"
"bna01110","BnaAnng16500D"
"bna04141","BnaA06g37470D"
"bna01100","BnaA03g52510D"
"bna01110","BnaA03g52510D"
"bna00940","BnaA03g52510D"
"bna01100","BnaA09g13940D"
"bna00904","BnaA09g13940D"
"bna01110","BnaA09g13940D"
"bna04075","BnaC02g45660D"
"bna03040","BnaA02g17780D"
"bna03040","BnaC02g23770D"
"bna03018","BnaA02g17780D"
"bna03018","BnaC02g23770D"
"bna01250","BnaC03g69060D"
"bna01100","BnaC03g69060D"
"bna01110","BnaC01g28440D"
"bna00620","BnaC01g28440D"
"bna01200","BnaC01g28440D"
"bna00020","BnaC01g28440D"
"bna00010","BnaC01g28440D"
"bna01100","BnaC01g28440D"
"bna01100","BnaC01g29520D"
"bna01100","BnaA01g22670D"
"bna00196","BnaC01g29520D"
"bna00196","BnaA01g22670D"
"bna03440","BnaCnng13900D"
"bna04144","BnaA06g40320D"
"bna01232","BnaC07g48980D"
"bna00480","BnaC07g48980D"
"bna00230","BnaC07g48980D"
"bna01100","BnaC07g48980D"
"bna00240","BnaC07g48980D"
"bna04146","BnaA09g20450D"
"bna04146","BnaC09g22810D"
"bna00360","BnaC08g42870D"
"bna00380","BnaC08g42870D"
"bna01100","BnaC08g42870D"
"bna00330","BnaC08g42870D"
"bna01230","BnaC08g43060D"
"bna00260","BnaC08g43060D"
"bna01110","BnaC08g43060D"
"bna01100","BnaC08g43060D"
"bna01212","BnaC08g43130D"
"bna01212","BnaA10g09300D"
"bna00061","BnaC08g43130D"
"bna00061","BnaA10g09300D"
"bna01100","BnaC08g43130D"
"bna01100","BnaA10g09300D"
"bna01100","BnaC08g43200D"
"bna00195","BnaC08g43200D"
"bna04136","BnaCnng28480D"
"bna01100","BnaA06g38300D"
"bna01110","BnaA06g38300D"
"bna00564","BnaA06g38300D"
"bna00280","BnaC04g43560D"
"bna01110","BnaC04g43560D"
"bna01040","BnaC04g43560D"
"bna01212","BnaC04g43560D"
"bna00071","BnaC04g43560D"
"bna04146","BnaC04g43560D"
"bna01100","BnaC04g43560D"
"bna00592","BnaC04g43560D"
"bna04075","BnaC02g23710D"
"bna01110","BnaA05g28450D"
"bna00564","BnaA05g28450D"
"bna00520","BnaCnng30450D"
"bna01100","BnaCnng30450D"
"bna01232","BnaCnng56030D"
"bna01100","BnaCnng56030D"
"bna00240","BnaCnng56030D"
"bna00563","BnaC03g69880D"
"bna01100","BnaC03g69880D"
"bna03050","BnaC03g69900D"
"bna03022","BnaCnng30810D"
"bna01100","BnaC08g49630D"
"bna00190","BnaC08g49630D"
"bna04144","BnaC08g49620D"
"bna03010","BnaC08g46120D"
"bna03020","BnaA03g08930D"
"bna03020","BnaA09g54470D"
"bna00564","BnaCnng08770D"
"bna01100","BnaCnng08770D"
"bna00561","BnaCnng08770D"
"bna01110","BnaCnng08770D"
"bna03040","BnaC01g37560D"
"bna04144","BnaC01g38510D"
"bna03040","BnaC01g38510D"
"bna04141","BnaC01g38510D"
"bna00710","BnaA01g30320D"
"bna01110","BnaA01g30320D"
"bna00010","BnaA01g30320D"
"bna01200","BnaA01g30320D"
"bna01230","BnaA01g30320D"
"bna01100","BnaA01g30320D"
"bna03010","BnaA01g30020D"
"bna02010","BnaA01g29930D"
"bna03040","BnaA01g29940D"
"bna03040","BnaA01g29910D"
"bna03020","BnaC01g44610D"
"bna01100","BnaC01g37200D"
"bna01200","BnaC01g37200D"
"bna01110","BnaC01g37200D"
"bna04146","BnaC01g37200D"
"bna00630","BnaC01g37200D"
"bna03015","BnaC05g32210D"
"bna04626","BnaAnng08400D"
"bna03060","BnaC05g11610D"
"bna01100","BnaC05g11920D"
"bna01110","BnaC05g11920D"
"bna00904","BnaC05g11920D"
"bna01100","BnaA01g34620D"
"bna00920","BnaA01g34620D"
"bna00230","BnaA01g34620D"
"bna04016","BnaA01g23940D"
"bna04075","BnaA01g23940D"
"bna00030","BnaC05g28770D"
"bna01230","BnaC05g28770D"
"bna01100","BnaC05g28770D"
"bna00230","BnaC05g28770D"
"bna01110","BnaC05g28770D"
"bna01200","BnaC05g28770D"
"bna04814","BnaA02g04700D"
"bna04075","BnaA01g25020D"
"bna04626","BnaA01g25260D"
"bna04016","BnaA01g25260D"
"bna04075","BnaA01g25260D"
"bna01110","BnaC09g32590D"
"bna01100","BnaC09g32590D"
"bna00270","BnaC09g32590D"
"bna00999","BnaC09g32590D"
"bna01100","BnaC02g17150D"
"bna01110","BnaC02g17150D"
"bna00630","BnaC02g17150D"
"bna01200","BnaC02g17150D"
"bna00710","BnaC02g17150D"
"bna01110","BnaC07g18360D"
"bna00906","BnaC07g18360D"
"bna03040","BnaA02g12240D"
"bna03018","BnaA02g12240D"
"bna03010","BnaCnng46360D"
"bna00564","BnaC02g26020D"
"bna01100","BnaC02g26020D"
"bna01110","BnaC02g26020D"
"bna03010","BnaA01g25960D"
"bna01110","BnaCnng39140D"
"bna01100","BnaCnng39140D"
"bna00460","BnaCnng39140D"
"bna00500","BnaCnng39140D"
"bna00999","BnaCnng39140D"
"bna03010","BnaA09g09970D"
"bna03010","BnaC09g10020D"
"bna03410","BnaA01g26640D"
"bna03030","BnaA01g26670D"
"bna03430","BnaA01g26670D"
"bna03440","BnaA01g26670D"
"bna04016","BnaA06g40220D"
"bna04075","BnaA06g40220D"
"bna00195","BnaA07g38700D"
"bna01100","BnaA07g38700D"
"bna03010","BnaC02g39820D"
"bna04712","BnaC02g41680D"
"bna03008","BnaAnng20310D"
"bna03010","BnaA09g06730D"
"bna03010","BnaAnng00820D"
"bna03010","BnaC02g02880D"
"bna01100","BnaC07g03080D"
"bna01110","BnaC07g03080D"
"bna04070","BnaC07g03080D"
"bna00564","BnaC07g03080D"
"bna00561","BnaC07g03080D"
"bna03060","BnaC07g03060D"
"bna01100","BnaCnng32630D"
"bna01250","BnaCnng32630D"
"bna00520","BnaCnng32630D"
"bna00480","BnaCnng08430D"
"bna01100","BnaCnng08430D"
"bna01110","BnaC04g42400D"
"bna01250","BnaC04g42400D"
"bna00520","BnaC04g42400D"
"bna00500","BnaC04g42400D"
"bna00051","BnaC04g42400D"
"bna01100","BnaC04g42400D"
"bna00650","BnaC04g42560D"
"bna00660","BnaC04g42560D"
"bna00290","BnaC04g42560D"
"bna01230","BnaC04g42560D"
"bna01100","BnaC04g42560D"
"bna00770","BnaC04g42560D"
"bna01210","BnaC04g42560D"
"bna01110","BnaC04g42560D"
"bna03008","BnaC02g01270D"
"bna04712","BnaC02g01170D"
"bna01110","BnaCnng45000D"
"bna00900","BnaCnng45000D"
"bna00650","BnaCnng45000D"
"bna01100","BnaCnng45000D"
"bna00280","BnaCnng45000D"
"bna01100","BnaC04g12480D"
"bna00500","BnaC04g12480D"
"bna01110","BnaC04g12480D"
"bna04136","BnaC04g26810D"
"bna00760","BnaA02g04680D"
"bna01100","BnaA02g04680D"
