"","Crep1","Crep2","Crep3","Trep1","Trep2","Trep3","PErep1","PErep2","VMrep1","VMrep2","VMrep3"
"GO:0000209",-0.221804936224561,-0.17840644630288,-0.14837562423707,-0.167337187930757,-0.0971176076643237,-0.244213730577033,-0.215163485501836,-0.29892458544282,0.103887478191546,0.354473482189346,0.310386137344989
"GO:0000212",-0.401984269449167,-0.718858564150408,-0.123582604511953,-0.134104761667147,0.0510948905107937,0.108283667045798,-0.298848800599647,-0.455312224262508,0.579411743878796,0.503168929150346,0.558196680409524
"GO:0000226",0.114498009128293,0.00742321071710259,0.0522915217767775,-0.139083747275203,-0.0559944380130031,-0.345849571516718,-0.0626678427229543,-0.273458320738411,0.0544024390790076,0.106672605457885,0.112342222035883
"GO:0000244",0.122227077302346,0.0818138058797995,-0.189522039157642,-0.484664565431324,-0.357697208278911,-0.633817770086887,0.350409377468365,0.176721261709211,0.376981720355372,0.1650130711661,0.0790248149913824
"GO:0000245",-0.151354483665917,-0.381850470827851,-0.321285384431084,-0.338811049278404,-0.00487006148009164,-0.364295038081398,-0.217234710565627,-0.198140156205672,0.269189177584462,0.412151498065718,0.37833457602039
"GO:0000255",-0.201266168018062,0.444829849067091,0.468333578861204,-0.948211439823452,-0.669113018791122,-0.844754851412744,0.356573678501059,0.460137406420226,0.165356439754312,0.654367943859039,0.321190855642926
"GO:0000256",-0.201266168018062,0.444829849067091,0.468333578861204,-0.948211439823452,-0.669113018791122,-0.844754851412744,0.356573678501059,0.460137406420226,0.165356439754312,0.654367943859039,0.321190855642926
"GO:0000266",-0.406055015692854,-0.201663766453474,-0.155862861251469,0.180670210674116,-0.398570807671134,-0.307107259066057,-0.134568515527261,0.115231585868546,-0.250666380914693,0.217856374723973,0.233981992317466
"GO:0000270",-0.430721842774294,-0.607981786526324,0.0603455202887698,-0.474434177044967,-0.547073791347703,-0.696102852549922,0.675800187491641,0.749993303870326,-0.249712066425516,0.414115441274945,0.944689969197807
"GO:0000271",0.0122214014867311,0.195903782527518,0.104152583953295,0.183336197413548,0.157053213122738,0.00779168343770895,-0.172559114816107,-0.00238345085127564,0.0195507028607587,-0.153379395038941,-0.269049752362857
"GO:0000272",0.326680801502299,0.260916800542716,0.279044999117751,0.205131149825075,0.177330942605285,0.206560231370567,0.288669530275902,0.22717226050096,-0.12631436548545,-0.326284214563182,-0.384129949374954
"GO:0000278",0.032502992093396,-0.0663817891325093,-0.0573471008540542,-0.17573397622365,-0.189925523897507,-0.307686050187467,-0.065533477720918,-0.323616077954371,0.234346958224348,0.223853798676546,0.216695229262965
"GO:0000279",-0.209160854300953,-0.169392116273683,-0.142204113754226,-0.214364709029596,-0.485531260171361,-0.476937000025048,-0.368414071974185,-0.362160829348352,0.35343429905775,0.325117073672546,0.527426208011845
"GO:0000280",-0.00595966698880944,-0.0784561240845703,-0.0685906080363029,-0.0468208453683637,-0.125679692021202,-0.116352832139924,-0.0817190296728543,-0.250161833445918,0.166490122732128,0.180701056296488,0.168027295601201
"GO:0000281",0.348988461961945,0.270794123196179,0.266318563710005,0.0306620119695681,-0.0440696051957035,-0.215044390683598,-0.0842879538254832,-0.132714244654145,0.124704277207598,-0.199112837615169,-0.371115219836224
"GO:0000288",0.0808377636422841,0.0905277085076975,-0.198178587848393,-0.268432565616421,-0.280456255833491,-0.407616421317162,-0.272040203802482,-0.265932004422517,0.247271369990647,0.359611018090475,0.361609851353666
"GO:0000289",0.0446250173435168,0.184053125321935,-0.4697293392934,-0.181804706989264,-0.302315428095017,-0.290303358195933,-0.0748271981997354,-0.0378034011125294,0.263848653445161,0.0808605769976309,0.46024556078537
"GO:0000290",0.0952571741897695,-0.0559983751388697,0.0185633065649202,-0.135944984834933,-0.296217063373365,-0.378346732012436,-0.366624550978122,-0.239543145841813,0.060659086914943,0.360066611643476,0.20013078593856
"GO:0000291",0.233965702262637,0.298115888147583,-0.150409935516264,-0.513023858484973,-0.353852320020986,-0.514487839263345,-0.198651108806263,-0.389334432976448,0.235440542799192,0.410992650813296,0.403881593475683
"GO:0000301",-0.501580371251839,-0.743967411244157,-0.0747884493766352,-0.27916357599282,0.259301470871843,-0.400750533378056,-0.131697408100518,0.509153556698558,0.0951295061425427,0.749108802982081,0.0955187099885386
"GO:0000302",0.0215978851118224,-0.0287260570702672,-0.036831586347612,-0.0121784969108666,-0.141349455901761,-0.228004736532277,0.0868464343608207,0.0645184693202811,0.328965510250294,0.0400890287903367,-0.1930976197682
"GO:0000303",-0.331821248603001,-0.301317372756745,-0.293495384417053,0.0635995741623329,0.254001600836334,-0.172497225969111,-0.461139285546271,-0.417905697822301,0.368700035915149,0.257171888434836,0.291994142597349
"GO:0000304",-0.24279793295626,0.220069790911559,-0.369273205545198,-0.223836215015751,0.0539922211938684,-0.484585476835039,-0.269119974628212,0.0212549387260991,0.289565914483477,0.318419549968806,-0.0731802049155553
"GO:0000305",-0.331821248603001,-0.301317372756745,-0.293495384417053,0.0635995741623329,0.254001600836334,-0.172497225969111,-0.461139285546271,-0.417905697822301,0.368700035915149,0.257171888434836,0.291994142597349
"GO:0000338",-0.439476120444088,-0.43616257015256,-0.0905975390711506,-0.393957453287972,0.0428978458162185,-0.361095105907215,-0.428435706421503,-0.391035950173922,0.34413797124206,0.42101493617643,0.580430226878424
"GO:0000349",-0.176349058920142,0.144732671026257,0.151839054857878,-0.494919758612985,0.0129873572705216,-0.558104127853873,0.113937104896626,0.402602741054131,-0.137752557800831,0.358880554696816,0.203937738267536
"GO:0000350",0.218615060674897,-0.359117404815698,-0.559417956438165,-0.494290394514436,0.467965201379398,-0.476012312729373,-0.738429144620792,-0.65741153615017,0.457478169640124,0.381106579465616,0.323015548866145
"GO:0000373",-0.386826018142607,-0.192601503840836,-0.333314371304291,-0.304023458445548,-0.462177478006367,-0.512822903414521,-0.134478706055099,-0.235766225811596,0.520505791228371,0.479191413187347,0.508795463457957
"GO:0000375",-0.10451376595236,-0.232971245057107,-0.23054999972122,-0.323774458470948,-0.233587516432518,-0.411656984425454,-0.199542029937238,-0.290790556553284,0.318435192146184,0.431369314897988,0.448530550959943
"GO:0000377",-0.103964839756865,-0.232341418786591,-0.233941528296602,-0.323511344151593,-0.232065696307191,-0.410308731792435,-0.196580629168311,-0.291541363496782,0.319803138322271,0.428374596214751,0.44947193613857
"GO:0000379",0.703307888040706,0.0385697067089878,-0.147395205571368,-0.834659166999794,-0.875853756526935,0.092272666398364,-0.125217624213454,0.10810231686042,-0.136520691040797,0.499584839962625,0.826088121066017
"GO:0000380",-0.309673966359314,-0.161469631044666,-0.10394435734448,-0.291127851365256,-0.445358391429402,-0.517108925282104,-0.0383301402714918,0.100423717865462,0.315496297163379,0.392718657194064,0.436360891971885
"GO:0000381",-0.176328134712963,-0.035747993543216,-0.090258290597722,-0.317427946772728,-0.485691088482748,-0.510552651881623,-0.0383280862750534,0.0218702567117771,0.281315442666941,0.379981988850536,0.44927096108488
"GO:0000387",-0.123558575083581,-0.222835674855134,-0.291728550250641,-0.218125019923494,-0.199833166797487,-0.225081467950028,-0.204173310217832,-0.260145273303953,0.151864269061597,0.285323803531267,0.333405625905615
"GO:0000388",-0.0624116708014774,-0.397583256780485,-0.0629688637933422,-0.490320811411895,-0.20059669480316,-0.718186089874269,-0.332157621323122,0.140918262443913,0.518720685723736,0.677939227011005,0.457592362477874
"GO:0000389",0.603160573188755,-0.829596892994183,0.07116646578229,-0.88667470202041,0.44427480916035,-0.431953930627512,-0.698567028256357,0.236266238114118,0.15521628498691,0.788402303468573,0.195687692513417
"GO:0000390",0.244925072647722,-0.239164791599635,0.199855731188307,-0.543593474303764,-0.695328404584969,-0.756281474337144,0.326431914583173,0.0608801319653742,0.447486928446491,0.623108051090989,0.499550178571836
"GO:0000393",0.0185686337824859,-0.222306370206131,-0.179215691966251,-0.457245023264432,0.107764175437478,-0.581162417872545,-0.375060313332413,-0.0978275768173793,0.350147680978859,0.503475709714391,0.32458935033633
"GO:0000394",0.0331358306289918,-0.110036037644116,-0.37732959772544,-0.342241938240738,-0.448859293089685,-0.373680171326622,-0.241676374147674,-0.0351952304475634,0.0198622063813844,0.561511267891411,0.482394924729722
"GO:0000395",0.0276311912353014,-0.336852022508212,-0.34023769794274,-0.0166613706060918,-0.00360303085196839,0.15560366273042,-0.665535251639007,-0.592682573218721,0.142306753934876,0.528065835800684,0.400443273555087
"GO:0000398",-0.0939427603209125,-0.229687952262865,-0.231919005174606,-0.323092336436567,-0.225128041833453,-0.410563471816065,-0.198746894238321,-0.294761314582894,0.312387022649059,0.424911839978254,0.444607731263422
"GO:0000412",0.161306365207711,0.4336203779345,-0.449010959504792,-0.595869771927539,-0.832802510289964,-0.49438187199551,0.280743668365056,-0.400822295732218,0.634721236389854,-0.0997200980322551,0.599378590847634
"GO:0000413",-0.450380217846103,-0.155849121951641,-0.419111478988223,-0.0751722433194162,0.162811499564104,-0.063731514453678,-0.454662230037432,-0.272909793037584,0.259412648562817,0.279413157472461,0.484104937540829
"GO:0000422",-0.00403314738818214,-0.26038938075374,0.00908368018959832,-0.359729671266912,-0.418544563951136,-0.366087573083766,0.127593327130322,0.131490750759437,0.111359648750443,0.298035002216489,0.237937724877696
"GO:0000423",0.292773183319783,-0.321369264618384,0.0342846428905778,-0.809412205870226,-0.251439669159118,-0.896516626714604,0.466016686978424,0.385429053698618,0.197835453933365,0.207435481927062,0.709477828817891
"GO:0000447",-0.380416188372331,-0.546461566479418,-0.284600849436319,-0.126896958169738,-0.215605134369673,-0.201328707858313,-0.515987977074957,-0.405627505956053,0.32167440064707,0.441790698060566,0.708570080541717
"GO:0000451",-0.0722388139654798,-0.413089769516476,0.244358435227564,0.390603865057726,0.102237876495214,-0.0266509528717265,-0.786109362655674,-0.950193520740571,0.483132223546451,0.0757342404481129,0.604668604106041
"GO:0000453",-0.0722388139654798,-0.413089769516476,0.244358435227564,0.390603865057726,0.102237876495214,-0.0266509528717265,-0.786109362655674,-0.950193520740571,0.483132223546451,0.0757342404481129,0.604668604106041
"GO:0000454",-0.410597115142857,-0.126294622156282,0.0520208895650239,-0.410759115077823,-0.0470629202046563,-0.00360271073820917,-0.561500549110168,-0.515001794766063,0.171445580338357,0.485910588487445,0.575451242204824
"GO:0000455",0.0194678181382199,-0.484642983982838,-0.388423989374703,-0.534791742537306,-0.0139154891852982,-0.403682852213932,-0.302548176361619,-0.168243201156264,0.675114879664531,0.528500975264306,0.500891122204714
"GO:0000459",0.0491559469434435,-0.125268553043986,-0.266950421006735,-0.383929629182814,-0.361341766048471,-0.272374866905889,-0.0411721885438606,-0.150356389154054,0.247029414510647,0.247349781214288,0.338490019020998
"GO:0000460",-0.211745562697461,-0.200194895545286,-0.107267098154534,-0.357959224439616,-0.237556929209499,-0.334499933455024,-0.201531675637844,-0.376298374263012,0.409838412139524,0.368635930363214,0.547875994442523
"GO:0000461",-0.605107289273509,-0.509109866669593,-0.373171293947057,-0.126890159784384,-0.0279675526950066,0.256850237169604,-0.631710302153938,-0.192326323787941,0.468609905560786,0.494794898545197,0.627617932553378
"GO:0000462",-0.197674397427321,-0.351426877403514,-0.0748542268097588,-0.25264104423486,-0.0712116930356146,-0.303102529259815,-0.413666996275198,-0.508396173346604,0.224720066234405,0.347977425634044,0.56484984731592
"GO:0000463",-0.120264989752197,-0.197368529350281,-0.204023244475822,-0.0949688381898628,-0.19202895358679,-0.26946667950192,-0.468324844865941,-0.594623906509466,0.1441314694558,0.507583981392112,0.615768136017183
"GO:0000466",-0.116069684737636,-0.251353343047258,-0.172787441602278,-0.346278844877842,-0.306595049403106,-0.314895008751279,-0.263658952139496,-0.384399484408026,0.341493090945915,0.331619734201963,0.519832554866314
"GO:0000467",0.0491559469434435,-0.125268553043986,-0.266950421006735,-0.383929629182814,-0.361341766048471,-0.272374866905889,-0.0411721885438606,-0.150356389154054,0.247029414510647,0.247349781214288,0.338490019020998
"GO:0000469",0.00853698481206401,-0.254605557912586,-0.257651587816899,-0.342314960771955,-0.343231020120723,-0.329572832719524,-0.285575592068906,-0.394939830971754,0.31210726877947,0.392453380267534,0.506507079489311
"GO:0000470",-0.169616979310775,-0.273554018046315,-0.15395451257928,-0.109634321661489,-0.189899894783104,-0.237505735713567,-0.437174407958613,-0.579684979715806,0.24411798799989,0.491524119697859,0.638004924209298
"GO:0000472",0.554842770664771,-0.63438002872824,0.0600524990628508,-0.0818021106762573,-0.641324016215865,-0.477553972248704,-0.295343920263253,-0.682860777003514,0.0957973964755963,0.381488723415815,0.655381153908305
"GO:0000478",-0.0301768808768761,-0.379160988699686,-0.139178519401967,-0.347909001215052,-0.44046243883651,-0.347352962373343,-0.315479081381171,-0.485658378355587,0.380059639258667,0.424312601521436,0.605463915133759
"GO:0000479",-0.0301768808768761,-0.379160988699686,-0.139178519401967,-0.347909001215052,-0.44046243883651,-0.347352962373343,-0.315479081381171,-0.485658378355587,0.380059639258667,0.424312601521436,0.605463915133759
"GO:0000480",0.554842770664771,-0.63438002872824,0.0600524990628508,-0.0818021106762573,-0.641324016215865,-0.477553972248704,-0.295343920263253,-0.682860777003514,0.0957973964755963,0.381488723415815,0.655381153908305
"GO:0000481",-0.205972947636295,-0.202196330520998,-0.322699879469379,0.101915093075758,-0.398285790812417,-0.151064684612473,0.374045801526662,-0.434953796704911,0.449444221240175,0.217597428685941,0.489406722914265
"GO:0000488",-0.0618722378469456,-0.0431766439002976,0.497656354627147,-0.653247622872792,-0.716110887905433,-0.149779027722159,-0.19022365072995,0.256461765099549,0.631820008035395,0.461765099772401,0.155725190839328
"GO:0000489",-0.0618722378469456,-0.0431766439002976,0.497656354627147,-0.653247622872792,-0.716110887905433,-0.149779027722159,-0.19022365072995,0.256461765099549,0.631820008035395,0.461765099772401,0.155725190839328
"GO:0000491",-0.193067916174944,-0.374660556767285,0.0299385155319432,-0.31221539533655,-0.137822793255895,-0.054867185511544,-0.224397109922878,-0.49375845244706,0.189409668733868,0.583013592909117,0.633454141699269
"GO:0000492",-0.207983342871257,-0.305223110919605,0.0299373124731509,-0.301051725407178,-0.134655123682012,-0.0548649807115789,-0.218718285147232,-0.506657788386744,0.189402057436911,0.590048279412998,0.649900878697066
"GO:0000493",-0.0338428464213382,-0.555458831090342,-0.196543168162362,-0.356444522502748,-0.193108158782016,-0.0832083355653424,-0.175791842423647,-0.411374309342319,0.151327862095025,0.525523847439498,0.576450795470292
"GO:0000494",-0.366368497787504,0.180715241704875,-0.140016589755528,-0.588819320687315,-0.21867434659522,-0.0117858195159908,-0.234918340836951,-0.168632580515017,0.0171831891358146,0.30591301353039,0.472943028324089
"GO:0000495",0.143796539348052,0.286151499007056,-0.547665400260205,0.157591430377491,0.0140086784168443,-0.329865698669632,-0.530039642147463,-0.647278620022502,0.288985910966171,0.202349830661451,0.667863073873724
"GO:0000578",0.151278960760307,0.487049685282013,0.590089728137203,-0.713646712198998,-0.0298379536632909,-0.766867550554283,-0.624132851210892,-0.665729208516256,0.0873443149854736,0.600482121333929,0.447006830052279
"GO:0000706",0.336714634567119,0.529485155963273,-0.927603859212096,0.483713055379281,0.497593232647616,-0.160858641385391,0.158439827869443,-0.381809915457281,-0.532797263370424,-0.00543175070240887,0.041313514416753
"GO:0000707",0.502927461380201,-0.827017064356076,0.374693647966233,0.225463617077081,-0.896181815748933,0.392946664953119,-0.620297579987313,-0.453749213194786,0.499400531622052,0.767469532080357,0.591610976442798
"GO:0000708",0.274300254452728,0.0537029596887871,-0.981813311903639,0.175679657157824,-0.00661577608199604,0.536788536226162,-0.791053970803314,-0.693692245880584,0.28621936520673,-0.00200883889170456,0.825820275880534
"GO:0000709",0.274300254452728,0.0537029596887871,-0.981813311903639,0.175679657157824,-0.00661577608199604,0.536788536226162,-0.791053970803314,-0.693692245880584,0.28621936520673,-0.00200883889170456,0.825820275880534
"GO:0000710",-0.75184143564874,0.612695861791936,-0.702182938260365,0.267657693852746,-0.874407392525332,0.312843176643757,-0.0212669077278649,-0.17559930360263,-0.158751841435808,0.365983661443619,0.905691710191517
"GO:0000712",0.232466739597789,0.0624051672589314,-0.416135396585085,-0.274752217129065,-0.590964615157351,-0.723744526284912,-0.118924787750841,-0.289936115062683,0.358379418702323,0.282682442763644,0.583797583323753
"GO:0000719",-0.427874198785039,0.661505906302867,0.00602683952521763,-0.510877545775105,-0.675565597449787,0.195858891597155,0.460806063926485,-0.113317208881518,-0.150934310958768,-0.0920499290170628,0.19950938628289
"GO:0000722",-0.389098700950382,-0.568635328779009,-0.403696263559154,-0.441890987008897,-0.516459086647103,0.533520824963274,0.272934244006764,0.325110486138886,-0.1125753314587,0.952002142761486,0.258979509843091
"GO:0000723",-0.03953181110816,0.0979290931989023,0.088034578242451,0.276897815112372,0.0430638712163294,0.322613455934568,0.142987986075905,0.232317320773614,-0.200416401589701,-0.174215869114604,-0.19798605504337
"GO:0000724",0.0283138724541837,-0.079389524141681,-0.00464764213682482,0.134784508173346,-0.0831340451442872,0.0416147121941233,-0.0397386924135942,-0.0147815216854349,-0.0102444348089679,-0.0464048207999596,0.126379441367001
"GO:0000725",0.0233130659715104,-0.0637758647260439,-0.0236529619125639,0.121773246676515,-0.106353343948366,0.0318214206882104,-0.042494291677074,-0.013685091215189,0.0221452627248085,-0.034313372691298,0.125514815081416
"GO:0000727",-0.00971891301138275,-0.234327278572769,-0.118763507712861,-0.448342787030839,-0.289012154306317,-0.640039252837897,-0.00248441111651118,-0.394544867572204,0.561453829211959,0.362615870974411,0.549415165525483
"GO:0000729",0.102445085579376,0.437485581372117,-0.810820963503145,0.167090709605932,0.409665097856483,-0.366158991795275,0.0198215761306906,-0.484704919587454,0.102653234866004,0.00680087788970579,0.0902266708955969
"GO:0000730",-0.15077952914741,-0.629879383623598,-0.279329630666564,0.545979766344334,-0.194209193368623,0.53274640231757,-0.59883984213232,-0.642956633539368,0.0726762421314605,0.430747726064835,0.257944097652944
"GO:0000731",-0.273830791998385,-0.352754896324135,0.0513280193059631,-0.223744370414301,-0.416093552494294,-0.507856097594539,-0.271287827652834,-0.358910298495639,0.399237883716143,0.46674634112431,0.615695608848904
"GO:0000737",0.380173368215831,0.373774578360834,-0.810979905471069,0.0969444953075799,0.0556527944595954,-0.538898901865023,0.112391762984641,-0.14260113616536,-0.120174653015692,0.0290495773730981,0.142790627468132
"GO:0000741",-0.225795713693447,0.219110316273676,-0.320558465292694,-0.00263735068229745,-0.394308221380696,-0.16352580329706,-0.400827716949162,-0.243334611867749,0.179771004391106,-0.0558756241871987,0.507986791409957
"GO:0000819",-0.0190329356252203,-0.224789317860089,-0.113769548213134,-0.330187554043571,-0.397508782790689,-0.436730272444628,-0.0317017275057058,-0.376920701717367,0.353960339351155,0.467307351423521,0.45755177743951
"GO:0000902",-0.0625681245004178,-0.047615419423491,0.0370510352364823,0.107219963407998,0.101175272131528,-0.140918480301196,-0.146584626719967,0.130956506806332,0.00793066937349471,-0.0273691382898425,-0.108519375755521
"GO:0000904",0.26445481190424,-0.0916655929735826,0.340524590892819,0.211830597973338,-0.0360524552397468,-0.0465418308533781,0.192839045273972,0.250720542262001,-0.209200089031896,-0.364305568572569,-0.100198892071096
"GO:0000910",0.158790484991421,0.184745890762513,0.171505141174734,-0.0152528459964175,-0.0667416027388464,-0.245542196102722,-0.12001728929298,-0.245702871562731,0.154686862671175,-0.0327341504737119,-0.0574046917357756
"GO:0000911",-7.64252732301796e-05,-0.0828955497876905,0.352864281169086,-0.0411354718943354,-0.131024933335738,-0.373495947138144,-0.152724540724508,-0.217864595279479,0.243120929181374,-0.122715424276623,0.258275555713495
"GO:0000912",0.0521120724297493,-0.184876281989343,0.289402382797161,-0.452822587342697,-0.382105866666398,-0.871859007480261,-0.412540697001008,-0.339061946991205,0.342363033805625,0.42866207959693,0.740808913825142
"GO:0000914",0.0521120724297493,-0.184876281989343,0.289402382797161,-0.452822587342697,-0.382105866666398,-0.871859007480261,-0.412540697001008,-0.339061946991205,0.342363033805625,0.42866207959693,0.740808913825142
"GO:0000917",-0.296997009320789,0.115913017858089,-0.510063204993001,-0.361425134765915,-0.104317193294216,-0.516673750033093,-0.413937466247027,-0.440998933720455,0.304032254540368,0.546643181850615,0.553113489114088
"GO:0000918",0.442593311816185,0.06581044342397,0.547424218955717,-0.831710616187838,0.28002249929689,-0.78376568589529,-0.643908449290632,-0.291580173834293,0.258554093364476,0.631960507482139,0.664023892110547
