gene_id,VMrep1,VMrep2,VMrep3,Trep1,Trep2,Trep3
GSBRNA2T00012760001,0,0,0,0,17,4
GSBRNA2T00012762001,110,98,120,0,0,9
GSBRNA2T00012763001,1313,1194,1357,65,102,55
GSBRNA2T00012764001,0,0,0,0,0,0
GSBRNA2T00012765001,0,0,0,0,0,0
GSBRNA2T00012767001,24,16,14,36,25,33
GSBRNA2T00012768001,37,51,21,0,0,4
GSBRNA2T00012770001,2,2,3,0,0,2
GSBRNA2T00012771001,2,3,5,0,2,6
GSBRNA2T00012772001,69,68,70,12,31,8
GSBRNA2T00012775001,2,1,1,60,50,47
GSBRNA2T00012776001,879,967,989,102,135,103
GSBRNA2T00012777001,2,2,0,0,19,0
GSBRNA2T00012778001,0,0,0,0,0,0
GSBRNA2T00012779001,10,3,1,267,268,215
GSBRNA2T00012781001,1945,1762,1996,370,328,395
GSBRNA2T00012782001,69,103,117,0,11,10
GSBRNA2T00012783001,2,2,2,0,0,0
GSBRNA2T00012785001,115,101,79,523,648,552
GSBRNA2T00012787001,18,23,12,0,0,0
GSBRNA2T00012788001,4,5,3,0,0,2
GSBRNA2T00012789001,126,186,160,27,0,35
GSBRNA2T00012790001,7,0,0,509,624,494
GSBRNA2T00012791001,879,1437,1051,175,143,239
GSBRNA2T00012792001,0,0,0,0,0,0
GSBRNA2T00012793001,0,0,0,0,0,0
GSBRNA2T00012795001,0,0,0,0,0,0
GSBRNA2T00012796001,0,0,0,0,1,1
GSBRNA2T00012797001,0,0,0,0,33,18
GSBRNA2T00012799001,1,0,0,10,0,2
GSBRNA2T00012800001,0,0,0,12,38,7
GSBRNA2T00012801001,0,0,0,0,0,2
GSBRNA2T00012803001,195,239,220,12,40,35
GSBRNA2T00012804001,367,450,428,84,14,69
GSBRNA2T00012805001,189,207,226,101,199,155
GSBRNA2T00012806001,871,885,967,49,145,75
GSBRNA2T00012809001,0,0,0,0,0,13
GSBRNA2T00012810001,105,91,92,10,0,21
GSBRNA2T00012811001,1,3,7,0,0,3
GSBRNA2T00012812001,0,0,0,0,0,1
GSBRNA2T00012813001,1292,1278,1419,313,380,395
GSBRNA2T00012814001,3408,4132,3910,543,661,649
GSBRNA2T00012815001,25,20,25,0,0,0
GSBRNA2T00012816001,41,74,55,0,16,6
GSBRNA2T00012817001,31,20,29,7,87,32
GSBRNA2T00012818001,0,0,0,0,0,0
GSBRNA2T00012819001,0,0,0,0,0,0
GSBRNA2T00012820001,0,0,0,0,0,0
GSBRNA2T00012821001,0,0,0,0,0,0
GSBRNA2T00012823001,1496,1585,1553,286,383,420
GSBRNA2T00012824001,832,810,783,144,159,138
GSBRNA2T00012827001,434,423,398,393,403,425
GSBRNA2T00012828001,907,904,927,1351,1556,1305
GSBRNA2T00012829001,0,0,0,0,0,0
GSBRNA2T00012830001,52,35,37,122,104,82
GSBRNA2T00012831001,0,0,0,0,0,1
GSBRNA2T00012832001,1067,1182,1186,597,523,502
GSBRNA2T00012834001,451,570,477,231,274,282
GSBRNA2T00012835001,0,0,0,0,0,0
GSBRNA2T00012836001,0,0,0,0,0,0
GSBRNA2T00012837001,855,863,889,453,687,536
GSBRNA2T00012839001,7,4,2,0,1,1
GSBRNA2T00012840001,250,314,273,186,161,194
GSBRNA2T00012841001,335,300,298,100,135,118
GSBRNA2T00012842001,125,169,164,0,0,5
GSBRNA2T00012843001,23,31,23,0,0,0
GSBRNA2T00012844001,6,6,2,0,0,3
GSBRNA2T00012845001,1352,1290,1475,80,183,112
GSBRNA2T00012846001,3,3,10,284,358,250
GSBRNA2T00012847001,182,96,104,0,7,6
GSBRNA2T00012848001,38,10,26,31,73,32
GSBRNA2T00012849001,199,224,210,28,43,37
GSBRNA2T00012850001,0,0,0,0,0,0
GSBRNA2T00012851001,45,13,21,0,0,42
GSBRNA2T00012854001,104,74,36,51,27,70
GSBRNA2T00012855001,138,135,132,117,183,160
GSBRNA2T00012856001,46,76,46,0,0,5
GSBRNA2T00012857001,3,2,0,0,0,0
GSBRNA2T00012858001,21,4,21,125,290,177
GSBRNA2T00012859001,4637,4110,5980,308,565,540
GSBRNA2T00012860001,564,627,587,68,193,172
GSBRNA2T00012861001,463,526,550,114,52,81
GSBRNA2T00012862001,47,56,48,400,320,563
GSBRNA2T00012864001,103,82,98,320,274,262
GSBRNA2T00012865001,720,806,773,163,187,213
GSBRNA2T00012866001,311,370,374,39,94,63
GSBRNA2T00012867001,7158,8535,8101,624,1071,1178
GSBRNA2T00012868001,2022,2380,2412,70,123,72
GSBRNA2T00012869001,3608,3552,4230,608,1100,682
GSBRNA2T00012870001,15,11,11,0,0,4
GSBRNA2T00012871001,63,81,62,0,0,10
GSBRNA2T00012872001,11,14,13,0,20,2
GSBRNA2T00012873001,2,5,3,0,15,3
GSBRNA2T00012874001,0,0,0,11,0,4
GSBRNA2T00012875001,4762,5299,5197,554,852,722
GSBRNA2T00012876001,0,0,0,416,408,449
GSBRNA2T00012877001,1,3,1,0,0,0
GSBRNA2T00012880001,1,0,0,0,0,1
GSBRNA2T00012881001,4,2,1,0,28,5
GSBRNA2T00012882001,9,16,1,1480,1760,1326
GSBRNA2T00012883001,3895,4358,4186,654,905,745
GSBRNA2T00012885001,0,1,0,60,41,32
GSBRNA2T00012888001,146,163,186,84,166,185
GSBRNA2T00012889001,337,401,398,12,37,26
GSBRNA2T00012890001,116,123,111,6,11,0
GSBRNA2T00012891001,2,1,3,0,0,0
GSBRNA2T00012895001,2,0,7,100,179,149
GSBRNA2T00012897001,42,47,61,46,53,68
GSBRNA2T00012898001,0,0,0,0,0,0
GSBRNA2T00012900001,34,11,9,274,241,259
GSBRNA2T00012903001,0,0,0,0,0,0
GSBRNA2T00012904001,591,669,811,66,184,102
GSBRNA2T00012905001,246,305,284,42,45,69
GSBRNA2T00012906001,0,0,0,0,0,0
GSBRNA2T00012908001,38,45,36,10,11,22
GSBRNA2T00012909001,1805,2396,2798,17367,20062,18721
GSBRNA2T00012910001,0,1,2,0,0,1
GSBRNA2T00012912001,75,100,78,0,0,0
GSBRNA2T00012916001,132,88,90,0,0,1
GSBRNA2T00012918001,1531,2124,1836,106,178,182
GSBRNA2T00012919001,1312,1583,1519,197,247,281
GSBRNA2T00012920001,22,20,22,592,532,770
GSBRNA2T00012921001,0,0,0,369,413,408
GSBRNA2T00012924001,19,15,7,226,250,315
GSBRNA2T00012925001,5,1,0,21,36,25
GSBRNA2T00012927001,86,107,70,1,49,78
GSBRNA2T00012928001,35,53,36,45,159,77
GSBRNA2T00012930001,0,0,0,0,0,4
GSBRNA2T00012931001,5,12,3,0,0,2
GSBRNA2T00012936001,1,7,1,0,0,5
GSBRNA2T00012937001,109,98,99,0,0,0
GSBRNA2T00012938001,131,168,118,0,0,0
GSBRNA2T00012939001,3,1,0,0,0,0
GSBRNA2T00012941001,68,71,77,36,18,14
GSBRNA2T00012942001,2,2,0,0,9,6
GSBRNA2T00012943001,0,0,0,0,0,0
GSBRNA2T00012944001,0,0,0,0,17,1
GSBRNA2T00012946001,123,159,139,0,0,2
GSBRNA2T00012947001,42,42,24,0,0,0
GSBRNA2T00012948001,146,166,103,0,0,0
GSBRNA2T00012949001,1,0,0,0,0,0
GSBRNA2T00012951001,633,696,744,0,0,0
GSBRNA2T00012952001,0,0,0,79,15,16
GSBRNA2T00012954001,0,0,1,0,0,3
GSBRNA2T00012958001,0,0,0,0,0,1
GSBRNA2T00012959001,0,0,0,0,0,0
GSBRNA2T00012960001,10,16,20,0,0,3
GSBRNA2T00012961001,4,5,0,37,34,44
GSBRNA2T00012962001,0,0,0,0,0,1
GSBRNA2T00012964001,4738,3396,3036,438,667,388
GSBRNA2T00012965001,0,0,0,0,0,0
GSBRNA2T00012966001,71,41,33,117,84,90
GSBRNA2T00012967001,39,50,42,41,85,36
GSBRNA2T00012970001,3,1,1,14,17,55
GSBRNA2T00012971001,10,11,9,127,120,100
GSBRNA2T00012972001,103,134,37,0,0,0
GSBRNA2T00012974001,27,26,26,24,21,17
GSBRNA2T00012975001,390,464,433,437,468,434
GSBRNA2T00012977001,2,2,3,112,127,70
GSBRNA2T00012978001,1,0,2,0,11,35
GSBRNA2T00012979001,789,842,863,75,79,51
GSBRNA2T00012980001,1905,2110,2087,211,395,334
GSBRNA2T00012983001,214,217,282,118,85,132
GSBRNA2T00012984001,1,1,3,0,0,0
GSBRNA2T00012985001,102,128,151,11,65,28
GSBRNA2T00012986001,11,3,8,0,0,0
GSBRNA2T00012988001,447,460,553,23,48,36
GSBRNA2T00012989001,141,183,72,38,140,155
GSBRNA2T00012990001,247,331,219,0,0,2
GSBRNA2T00012993001,15,11,3,0,0,0
GSBRNA2T00012995001,0,0,0,187,126,186
GSBRNA2T00012996001,0,0,0,0,0,0
GSBRNA2T00012997001,0,0,0,194,297,150
GSBRNA2T00012998001,1658,1703,1738,269,453,261
GSBRNA2T00012999001,0,0,0,0,45,14
GSBRNA2T00013000001,1,0,0,0,0,0
GSBRNA2T00013001001,4,0,0,0,0,0
GSBRNA2T00013002001,0,1,0,0,0,0
GSBRNA2T00013003001,0,0,0,0,0,0
GSBRNA2T00013004001,0,0,0,67,20,71
GSBRNA2T00013005001,2806,2767,3120,31,66,44
GSBRNA2T00013006001,2511,2643,2634,284,482,472
GSBRNA2T00013007001,445,510,546,604,569,661
GSBRNA2T00013008001,447,425,429,38,108,66
GSBRNA2T00013009001,77,46,32,76,104,34
GSBRNA2T00013010001,182,190,185,0,11,19
GSBRNA2T00013011001,1799,2008,2052,392,608,361
GSBRNA2T00013013001,172,187,160,391,536,363
GSBRNA2T00013015001,1103,1242,1201,504,621,597
GSBRNA2T00013016001,66,87,50,98,188,106
GSBRNA2T00013017001,688,839,793,130,270,133
GSBRNA2T00013018001,0,0,0,39,0,7
GSBRNA2T00013020001,319,367,329,10,25,21
GSBRNA2T00013021001,341,465,428,28,95,135
GSBRNA2T00013022001,891,746,598,18,130,51
GSBRNA2T00013023001,842,963,733,205,357,287
GSBRNA2T00013024001,9,1,4,0,12,4
GSBRNA2T00013025001,1254,1176,1314,657,614,610
GSBRNA2T00013026001,2,2,0,38,84,73
GSBRNA2T00013027001,6,3,5,2,42,23
GSBRNA2T00013028001,0,0,0,0,0,2
GSBRNA2T00013029001,0,0,0,0,0,0
GSBRNA2T00013030001,13,0,0,0,0,0
GSBRNA2T00013031001,43,60,59,0,25,18
GSBRNA2T00013032001,1,0,0,0,0,1
GSBRNA2T00013033001,79,107,95,15,58,25
GSBRNA2T00013034001,85,113,89,0,35,14
GSBRNA2T00013036001,387,319,334,114,352,210
GSBRNA2T00013038001,838,837,809,192,362,308
GSBRNA2T00013045001,15,16,10,1,46,25
GSBRNA2T00013046001,0,0,0,0,0,0
GSBRNA2T00013053001,0,0,0,0,0,0
GSBRNA2T00013056001,0,0,0,0,0,0
GSBRNA2T00013059001,152,198,211,12,0,4
GSBRNA2T00013060001,193,221,240,9,35,5
GSBRNA2T00013062001,427,584,439,188,188,197
GSBRNA2T00013065001,55,123,75,116,74,78
GSBRNA2T00013066001,95,131,56,58,7,25
GSBRNA2T00013069001,174,173,118,193,389,342
GSBRNA2T00013070001,16,7,7,17,56,49
GSBRNA2T00013071001,23,32,20,14,0,22
GSBRNA2T00013072001,0,1,0,0,0,0
GSBRNA2T00013076001,179,185,162,168,317,196
GSBRNA2T00013077001,0,0,0,0,0,0
GSBRNA2T00013078001,0,0,0,0,0,0
GSBRNA2T00013080001,0,0,0,0,13,3
GSBRNA2T00013081001,0,0,0,0,0,0
GSBRNA2T00013084001,0,0,0,0,0,0
GSBRNA2T00013085001,0,0,0,0,0,1
GSBRNA2T00013086001,0,0,0,0,0,0
GSBRNA2T00013087001,47,61,54,19,90,35
GSBRNA2T00013093001,344,377,300,198,330,318
GSBRNA2T00013094001,0,0,0,0,0,0
GSBRNA2T00013095001,1119,1225,1261,690,909,699
GSBRNA2T00013096001,0,0,0,0,0,0
GSBRNA2T00013098001,928,760,784,500,600,560
GSBRNA2T00013099001,0,0,0,0,0,0
GSBRNA2T00013100001,0,0,0,0,0,0
GSBRNA2T00013106001,0,0,0,0,0,0
GSBRNA2T00013107001,0,0,0,0,0,0
GSBRNA2T00013108001,0,0,0,0,0,0
GSBRNA2T00013109001,0,0,0,0,0,0
GSBRNA2T00013110001,0,0,0,0,0,0
GSBRNA2T00013111001,0,0,0,0,0,0
GSBRNA2T00013112001,0,0,0,0,0,0
GSBRNA2T00013113001,0,0,0,0,0,0
GSBRNA2T00013114001,0,2,0,0,0,0
GSBRNA2T00013115001,0,0,0,0,0,0
GSBRNA2T00013116001,0,0,0,0,0,0
GSBRNA2T00013119001,46,35,46,49,47,48
GSBRNA2T00013120001,58,62,53,13,0,6
GSBRNA2T00013122001,41,30,49,36,17,28
GSBRNA2T00013124001,0,0,0,0,0,0
GSBRNA2T00013126001,2,0,0,0,0,1
GSBRNA2T00013128001,0,0,0,0,0,0
GSBRNA2T00013129001,0,0,0,0,0,0
GSBRNA2T00013130001,133,171,150,84,149,87
GSBRNA2T00013138001,46,56,63,51,0,30
GSBRNA2T00013139001,27,37,30,23,0,12
GSBRNA2T00013142001,0,0,0,0,0,1
GSBRNA2T00013144001,0,8,0,0,0,0
GSBRNA2T00013146001,75,72,54,14,54,50
GSBRNA2T00013147001,22,16,10,0,0,0
GSBRNA2T00013150001,1575,1896,1614,22,195,145
GSBRNA2T00013152001,0,0,0,0,0,0
GSBRNA2T00013153001,0,0,0,0,0,0
GSBRNA2T00013155001,0,0,0,0,0,0
GSBRNA2T00013156001,1,0,0,0,0,0
GSBRNA2T00013157001,0,0,0,0,0,0
GSBRNA2T00013159001,3,3,0,0,1,0
GSBRNA2T00013162001,0,0,0,0,0,0
GSBRNA2T00013172001,63,56,50,160,77,86
GSBRNA2T00013173001,37,39,34,296,327,273
GSBRNA2T00013175001,0,0,0,0,0,0
GSBRNA2T00013177001,9,12,2,0,0,8
GSBRNA2T00013178001,0,0,0,0,0,1
GSBRNA2T00013180001,0,0,0,0,0,1
GSBRNA2T00013181001,189,181,154,10,98,84
GSBRNA2T00013182001,89,89,90,0,1,8
GSBRNA2T00013183001,1157,1458,1172,0,0,12
GSBRNA2T00013195001,0,0,0,25,8,20
GSBRNA2T00013197001,0,0,0,0,0,0
GSBRNA2T00013198001,0,0,0,0,0,4
GSBRNA2T00013201001,31,43,36,0,0,2
GSBRNA2T00013202001,0,0,0,0,0,0
GSBRNA2T00013203001,0,0,0,0,0,0
GSBRNA2T00013205001,309,334,370,23,139,109
GSBRNA2T00013208001,1,2,1,0,0,2
GSBRNA2T00013209001,2,0,0,0,0,0
GSBRNA2T00013210001,0,0,0,0,0,0
GSBRNA2T00013211001,0,0,0,0,0,0
GSBRNA2T00013212001,0,0,0,0,0,0
GSBRNA2T00013219001,0,0,0,0,0,0
GSBRNA2T00013221001,43,75,56,45,51,70
GSBRNA2T00013222001,4,17,4,0,0,1
GSBRNA2T00013223001,304,362,281,141,121,78
GSBRNA2T00013226001,0,0,0,50,72,73
GSBRNA2T00013227001,0,0,0,0,0,0
GSBRNA2T00013229001,1094,1152,1269,298,599,247
GSBRNA2T00013230001,37,21,30,12,89,26
GSBRNA2T00013231001,15,12,7,0,0,0
GSBRNA2T00013232001,109,179,169,53,122,45
GSBRNA2T00013234001,306,259,292,180,226,205
GSBRNA2T00013235001,915,904,1075,701,1044,787
GSBRNA2T00013238001,0,0,0,0,0,0
GSBRNA2T00013243001,0,0,0,0,0,0
GSBRNA2T00013244001,925,837,954,110,120,88
GSBRNA2T00013246001,5,0,1,0,0,0
GSBRNA2T00013247001,12,0,0,21,0,19
GSBRNA2T00013250001,29,32,23,29,81,49
GSBRNA2T00013253001,13,23,25,20,33,37
GSBRNA2T00013255001,0,0,0,0,0,0
GSBRNA2T00013257001,4226,4539,4838,637,1249,1024
GSBRNA2T00013259001,1211,1241,1461,566,1161,784
GSBRNA2T00013261001,0,2,0,0,0,0
GSBRNA2T00013262001,0,1,1,0,0,0
GSBRNA2T00013267001,51,72,35,232,175,132
GSBRNA2T00013270001,0,0,0,0,0,0
GSBRNA2T00013272001,0,0,0,0,0,0
GSBRNA2T00013273001,37,23,20,408,534,578
GSBRNA2T00013274001,0,0,0,0,0,3
GSBRNA2T00013275001,1,0,1,0,0,0
GSBRNA2T00013276001,7,6,2,0,0,2
GSBRNA2T00013277001,0,0,0,0,0,0
GSBRNA2T00013278001,0,0,0,0,0,0
GSBRNA2T00013279001,0,0,0,0,0,0
GSBRNA2T00013280001,0,0,0,0,0,0
GSBRNA2T00013281001,1637,1787,1477,110,149,131
GSBRNA2T00013282001,79,129,88,30,0,19
GSBRNA2T00013284001,400,453,465,68,179,141
GSBRNA2T00013286001,0,0,0,0,0,2
GSBRNA2T00013287001,0,0,0,0,0,0
GSBRNA2T00013289001,16,11,8,13,0,17
GSBRNA2T00013290001,0,0,2,0,1,4
GSBRNA2T00013293001,0,0,0,0,0,0
GSBRNA2T00013296001,307,257,291,211,170,169
GSBRNA2T00013297001,50,13,13,313,211,370
GSBRNA2T00013298001,58,54,32,4,0,10
GSBRNA2T00013300001,2976,3020,3291,463,732,668
GSBRNA2T00013302001,0,0,0,0,0,0
GSBRNA2T00013303001,0,0,0,0,1,0
GSBRNA2T00013307001,0,0,0,0,0,0
GSBRNA2T00013308001,2417,2383,2828,1128,1878,1331
GSBRNA2T00013309001,0,2,0,0,0,0
GSBRNA2T00013310001,419,431,411,84,206,109
GSBRNA2T00013313001,3332,3560,3274,868,1177,820
GSBRNA2T00013315001,3721,3996,3445,981,1838,1226
GSBRNA2T00013321001,0,0,0,0,0,0
GSBRNA2T00013327001,1,2,3,5,18,13
GSBRNA2T00013328001,218,342,256,0,33,27
GSBRNA2T00013329001,0,0,0,0,0,0
GSBRNA2T00013330001,0,0,0,0,0,0
GSBRNA2T00013332001,2689,2918,3173,617,896,759
GSBRNA2T00013333001,773,832,757,44,108,140
GSBRNA2T00013334001,365,302,347,53,163,161
GSBRNA2T00013336001,0,3,0,0,53,29
GSBRNA2T00013338001,0,0,0,4,8,11
GSBRNA2T00013339001,3528,4151,4177,344,512,311
GSBRNA2T00013340001,1382,1296,1228,261,218,218
GSBRNA2T00013346001,0,0,0,0,0,3
GSBRNA2T00013348001,0,0,0,0,0,0
GSBRNA2T00013350001,388,432,400,86,46,54
GSBRNA2T00013352001,0,0,0,0,0,6
GSBRNA2T00013359001,674,888,858,104,137,111
GSBRNA2T00013360001,0,0,0,0,0,0
GSBRNA2T00013361001,0,0,0,0,0,0
GSBRNA2T00013362001,324,381,374,58,118,38
GSBRNA2T00013364001,0,0,0,0,1,12
GSBRNA2T00013366001,3,7,8,69,42,73
GSBRNA2T00013368001,58,39,40,38,112,71
GSBRNA2T00013372001,0,0,0,0,0,0
GSBRNA2T00013373001,0,0,0,0,0,0
GSBRNA2T00013375001,40,48,51,22,0,4
GSBRNA2T00013376001,28,24,28,24,0,9
GSBRNA2T00013377001,33,52,44,14,0,10
GSBRNA2T00013383001,208,230,216,10,8,25
GSBRNA2T00013385001,0,0,0,0,0,0
GSBRNA2T00013386001,3,0,6,0,0,4
GSBRNA2T00013388001,0,0,0,0,0,0
GSBRNA2T00013389001,0,0,0,0,0,5
GSBRNA2T00013391001,11,6,9,0,0,15
GSBRNA2T00013393001,72,65,61,65,289,99
GSBRNA2T00013394001,0,3,0,0,0,1
GSBRNA2T00013396001,1,2,1,0,0,0
GSBRNA2T00013397001,0,1,0,0,0,0
GSBRNA2T00013398001,1,3,2,0,0,0
GSBRNA2T00013400001,434,472,470,9,43,57
GSBRNA2T00013401001,477,530,533,69,153,33
GSBRNA2T00013402001,0,0,0,0,0,2
GSBRNA2T00013403001,0,0,0,0,0,0
GSBRNA2T00013404001,0,0,0,0,0,1
GSBRNA2T00013405001,1,1,0,0,0,1
GSBRNA2T00013406001,0,0,0,0,0,0
GSBRNA2T00013408001,0,0,0,0,0,0
GSBRNA2T00013409001,0,0,0,0,0,0
GSBRNA2T00013410001,0,0,0,0,0,0
GSBRNA2T00013411001,8,20,20,0,14,6
GSBRNA2T00013413001,2,0,0,0,0,0
GSBRNA2T00013417001,0,0,1,0,0,7
GSBRNA2T00013418001,1456,1536,1585,254,437,334
GSBRNA2T00013419001,99,94,89,67,75,53
GSBRNA2T00013420001,2285,2343,2240,818,769,761
GSBRNA2T00013422001,1,0,0,0,0,0
GSBRNA2T00013423001,12,13,4,0,29,1
GSBRNA2T00013424001,6,9,1,0,0,2
GSBRNA2T00013426001,2032,1475,1905,0,11,0
GSBRNA2T00013427001,20,42,15,12,14,26
GSBRNA2T00013428001,447,567,386,130,215,170
GSBRNA2T00013429001,42,30,28,31,0,5
GSBRNA2T00013430001,387,415,423,55,156,57
GSBRNA2T00013432001,6,5,4,0,0,2
GSBRNA2T00013434001,0,0,0,0,0,0
GSBRNA2T00013435001,128,130,102,96,135,87
GSBRNA2T00013436001,1220,1486,1333,255,664,409
GSBRNA2T00013437001,1576,1998,2048,150,258,206
GSBRNA2T00013438001,4,0,2,20,0,6
GSBRNA2T00013439001,8,7,8,151,170,141
GSBRNA2T00013440001,362,442,493,29,98,98
GSBRNA2T00013441001,5,3,0,0,0,2
GSBRNA2T00013442001,404,467,491,70,49,45
GSBRNA2T00013445001,0,0,0,0,0,0
GSBRNA2T00013446001,40,30,35,0,10,1
GSBRNA2T00013449001,0,0,0,0,0,0
GSBRNA2T00013450001,0,0,0,0,0,0
GSBRNA2T00013453001,10,15,9,520,572,897
GSBRNA2T00013458001,0,0,0,0,0,0
GSBRNA2T00013459001,0,0,0,0,0,2
GSBRNA2T00013462001,6,0,1,30,24,44
GSBRNA2T00013465001,49,53,38,1,14,2
GSBRNA2T00013468001,0,0,0,0,0,0
GSBRNA2T00013469001,2796,2239,3844,0,0,3
GSBRNA2T00013470001,475,627,570,18,101,95
GSBRNA2T00013472001,80,59,55,1,26,22
GSBRNA2T00013473001,0,0,0,0,0,0
GSBRNA2T00013482001,546,571,819,28,151,112
GSBRNA2T00013484001,0,0,0,0,0,0
GSBRNA2T00013485001,1,1,1,0,0,2
GSBRNA2T00013486001,114,191,186,0,0,4
GSBRNA2T00013490001,1,0,0,0,0,0
GSBRNA2T00013500001,0,0,0,0,0,0
GSBRNA2T00013502001,112,133,135,13,54,36
GSBRNA2T00013504001,49,45,44,0,16,10
GSBRNA2T00013505001,0,0,0,0,0,1
GSBRNA2T00013517001,1,2,3,10,0,1
GSBRNA2T00013518001,1,0,1,0,0,0
GSBRNA2T00013519001,27,32,24,8,0,2
GSBRNA2T00013521001,0,0,0,0,0,0
GSBRNA2T00013523001,0,0,0,0,0,0
GSBRNA2T00013524001,0,0,0,0,0,0
GSBRNA2T00013525001,0,0,0,0,0,5
GSBRNA2T00013527001,0,0,0,0,0,0
GSBRNA2T00013528001,2,0,0,0,0,0
GSBRNA2T00013529001,0,0,0,0,0,1
GSBRNA2T00013532001,0,0,0,1,3,0
GSBRNA2T00013534001,20,27,10,11,0,7
GSBRNA2T00013536001,1,1,0,33,13,15
GSBRNA2T00013537001,26,14,10,58,23,22
GSBRNA2T00013538001,793,882,955,239,541,395
GSBRNA2T00013539001,0,0,0,0,0,0
GSBRNA2T00013541001,0,0,0,0,0,0
GSBRNA2T00013542001,0,0,0,0,0,0
GSBRNA2T00013548001,9,9,14,0,0,0
GSBRNA2T00013549001,0,0,0,0,0,0
GSBRNA2T00013550001,43,30,40,0,0,0
GSBRNA2T00013551001,981,1060,906,275,441,305
GSBRNA2T00013553001,0,0,0,0,0,0
GSBRNA2T00013555001,0,0,0,29,53,33
GSBRNA2T00013556001,11,2,0,408,577,380
GSBRNA2T00013557001,0,0,0,0,0,0
GSBRNA2T00013558001,2,1,1,0,0,2
GSBRNA2T00013561001,41,40,18,103,114,76
GSBRNA2T00013562001,0,1,0,16,78,56
GSBRNA2T00013563001,3,0,0,0,0,0
GSBRNA2T00013565001,415,495,566,33,83,35
GSBRNA2T00013571001,0,0,0,0,0,1
GSBRNA2T00013573001,485,562,501,224,192,171
GSBRNA2T00013575001,673,746,613,195,238,161
GSBRNA2T00013577001,5,8,2,0,0,0
GSBRNA2T00013578001,41,36,24,0,0,7
GSBRNA2T00013580001,0,0,0,0,0,0
GSBRNA2T00013582001,0,0,0,0,0,0
GSBRNA2T00013583001,0,0,0,0,0,0
GSBRNA2T00013584001,0,0,0,0,0,0
GSBRNA2T00013585001,0,0,1,7,5,30
GSBRNA2T00013587001,64,51,23,748,999,758
GSBRNA2T00013588001,0,0,0,0,1,7
GSBRNA2T00013591001,1,0,0,19,0,10
GSBRNA2T00013593001,1,0,0,0,0,8
GSBRNA2T00013594001,304,306,337,82,160,121
GSBRNA2T00013595001,9,6,7,11,0,22
GSBRNA2T00013596001,35,18,34,45,0,9
GSBRNA2T00013597001,0,0,0,0,0,0
GSBRNA2T00013599001,291,366,271,275,178,182
GSBRNA2T00013600001,68,76,62,16,83,27
GSBRNA2T00013601001,151,122,127,78,100,118
GSBRNA2T00013602001,296,247,323,45,66,61
GSBRNA2T00013603001,86,121,61,625,626,532
GSBRNA2T00013604001,1,0,1,0,0,0
GSBRNA2T00013605001,23,46,42,7,0,5
GSBRNA2T00013607001,0,0,0,0,0,0
GSBRNA2T00013608001,0,0,4,6,11,5
GSBRNA2T00013609001,251,216,237,13,97,50
GSBRNA2T00013610001,2246,2734,2827,1247,1691,1659
GSBRNA2T00013611001,238,308,269,43,39,102
GSBRNA2T00013612001,0,0,0,19,0,6
GSBRNA2T00013615001,21,26,18,0,0,1
GSBRNA2T00013616001,333,447,411,64,67,31
GSBRNA2T00013617001,72,116,68,0,13,9
GSBRNA2T00013618001,0,0,0,0,0,0
GSBRNA2T00013620001,12,21,6,122,92,172
GSBRNA2T00013621001,0,0,2,24,0,6
GSBRNA2T00013622001,0,0,0,0,7,8
GSBRNA2T00013624001,79,111,91,10,40,3
GSBRNA2T00013625001,42,60,56,0,0,0
GSBRNA2T00013626001,16,21,9,7,0,0
GSBRNA2T00013627001,107,36,45,0,0,1
GSBRNA2T00013628001,3,10,7,0,0,2
GSBRNA2T00013630001,1,0,0,23,13,46
GSBRNA2T00013631001,2,1,0,0,0,0
GSBRNA2T00013632001,3,1,2,0,0,0
GSBRNA2T00013633001,4,10,3,0,0,0
GSBRNA2T00013634001,0,0,0,0,0,0
GSBRNA2T00013635001,38,50,25,45,20,3
GSBRNA2T00013636001,273,320,337,98,124,149
GSBRNA2T00013637001,162,196,173,97,241,116
GSBRNA2T00013638001,4,7,8,0,0,1
GSBRNA2T00013639001,518,549,551,348,522,484
GSBRNA2T00013640001,123,116,129,695,834,837
GSBRNA2T00013641001,0,0,0,0,0,0
GSBRNA2T00013642001,0,0,0,0,0,1
GSBRNA2T00013644001,33,32,43,17,0,25
GSBRNA2T00013645001,367,533,419,23,82,71
GSBRNA2T00013646001,178,193,186,8,17,13
GSBRNA2T00013647001,2,0,6,0,0,2
GSBRNA2T00013648001,151,173,131,13,24,32
GSBRNA2T00013650001,0,0,0,0,0,0
GSBRNA2T00013651001,0,0,0,0,0,0
GSBRNA2T00013653001,1,1,7,0,0,0
GSBRNA2T00013654001,0,0,0,0,0,3
GSBRNA2T00013655001,0,0,0,0,0,0
GSBRNA2T00013656001,197,290,205,50,71,138
GSBRNA2T00013658001,0,0,0,0,0,0
GSBRNA2T00013659001,0,0,0,0,0,0
GSBRNA2T00013661001,546,680,635,76,110,208
GSBRNA2T00013673001,354,303,317,0,81,36
GSBRNA2T00013675001,9,4,2,0,0,0
GSBRNA2T00013676001,12,21,14,2,0,3
GSBRNA2T00013677001,0,0,0,0,0,0
GSBRNA2T00013682001,482,356,267,61,90,65
GSBRNA2T00013685001,957,883,908,299,332,291
GSBRNA2T00013690001,0,0,0,57,87,117
